Optional module pokerkit_wrapper was not importable: No module named 'pokerkit'
Training nfsp_iqn_mean_var_05 | seed=42 | 3,000,000 episodes
nfsp_iqn_mean_var_05:  15%|█▌        | 462604/3000000 [1:27:17<6:01:43, 116.91ep/s]
nfsp_iqn_mean_var_05:  15%|█▌        | 462843/3000000 [1:27:19<6:01:18, 117.03ep/s]
nfsp_iqn_mean_var_05:  15%|█▌        | 463082/3000000 [1:27:21<6:00:57, 117.14ep/s]
nfsp_iqn_mean_var_05:  15%|█▌        | 463322/3000000 [1:27:23<6:00:30, 117.27ep/s]
nfsp_iqn_mean_var_05:  15%|█▌        | 463561/3000000 [1:27:25<6:00:10, 117.37ep/s]
nfsp_iqn_mean_var_05:  15%|█▌        | 463798/3000000 [1:27:27<5:59:58, 117.42ep/s]
nfsp_iqn_mean_var_05:  15%|█▌        | 464036/3000000 [1:27:29<5:59:43, 117.50ep/s]
nfsp_iqn_mean_var_05:  15%|█▌        | 464274/3000000 [1:27:31<5:59:30, 117.55ep/s]
nfsp_iqn_mean_var_05:  15%|█▌        | 464511/3000000 [1:27:33<5:59:20, 117.60ep/s]
nfsp_iqn_mean_var_05:  15%|█▌        | 464748/3000000 [1:27:35<5:59:12, 117.63ep/s]
nfsp_iqn_mean_var_05:  15%|█▌        | 464985/3000000 [1:27:37<5:59:04, 117.67ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 465223/3000000 [1:27:39<5:58:50, 117.73ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 465460/3000000 [1:27:41<5:58:43, 117.76ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 465697/3000000 [1:27:43<5:58:35, 117.79ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 465937/3000000 [1:27:45<5:58:14, 117.90ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 466174/3000000 [1:27:47<5:58:08, 117.92ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 466411/3000000 [1:27:49<5:58:01, 117.94ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 466651/3000000 [1:27:51<5:57:43, 118.03ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 466889/3000000 [1:27:53<5:57:34, 118.07ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 467126/3000000 [1:27:55<5:57:29, 118.09ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 467363/3000000 [1:27:57<5:57:26, 118.09ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 467600/3000000 [1:27:59<5:57:21, 118.11ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 467846/3000000 [1:28:01<5:56:39, 118.33ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 468086/3000000 [1:28:03<5:56:23, 118.41ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 468324/3000000 [1:28:05<5:56:29, 118.36ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 468562/3000000 [1:28:07<5:56:25, 118.37ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 468802/3000000 [1:28:09<5:56:11, 118.44ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 469041/3000000 [1:28:11<5:56:03, 118.47ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 469281/3000000 [1:28:13<5:55:49, 118.54ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 469521/3000000 [1:28:15<5:55:37, 118.59ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 469759/3000000 [1:28:17<5:55:36, 118.59ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 469997/3000000 [1:28:19<5:55:34, 118.59ep/s]
                                                                                   
  >>> EXPLOITABILITY @ ep 470,000: 2.585561

nfsp_iqn_mean_var_05:  16%|█▌        | 469997/3000000 [1:28:20<5:55:34, 118.59ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 470235/3000000 [1:28:22<6:04:05, 115.80ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 470477/3000000 [1:28:24<6:03:18, 116.04ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 470718/3000000 [1:28:26<6:02:38, 116.25ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 470961/3000000 [1:28:28<6:01:49, 116.49ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 471205/3000000 [1:28:30<6:01:01, 116.74ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 471447/3000000 [1:28:32<6:00:23, 116.93ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 471688/3000000 [1:28:34<5:59:51, 117.10ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 471927/3000000 [1:28:36<5:59:31, 117.19ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 472167/3000000 [1:28:38<5:59:08, 117.31ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 472407/3000000 [1:28:40<5:58:45, 117.42ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 472648/3000000 [1:28:42<5:58:19, 117.55ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 472889/3000000 [1:28:44<5:57:52, 117.69ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 473129/3000000 [1:28:46<5:57:30, 117.80ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 473370/3000000 [1:28:48<5:57:06, 117.92ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 473611/3000000 [1:28:50<5:56:45, 118.02ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 473850/3000000 [1:28:52<5:56:31, 118.09ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 474090/3000000 [1:28:54<5:56:13, 118.18ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 474329/3000000 [1:28:56<5:56:01, 118.23ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 474569/3000000 [1:28:58<5:55:48, 118.30ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 474809/3000000 [1:29:00<5:55:34, 118.36ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 475048/3000000 [1:29:02<5:55:24, 118.41ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 475288/3000000 [1:29:04<5:55:08, 118.48ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 475527/3000000 [1:29:06<5:54:59, 118.52ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 475769/3000000 [1:29:08<5:54:36, 118.64ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 476008/3000000 [1:29:10<5:54:30, 118.66ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 476248/3000000 [1:29:12<5:54:19, 118.71ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 476488/3000000 [1:29:14<5:54:08, 118.76ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 476728/3000000 [1:29:16<5:53:59, 118.80ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 476968/3000000 [1:29:18<5:53:51, 118.84ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 477207/3000000 [1:29:20<5:53:55, 118.80ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 477446/3000000 [1:29:22<5:53:53, 118.80ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 477686/3000000 [1:29:24<5:53:44, 118.84ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 477925/3000000 [1:29:26<5:53:41, 118.85ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 478164/3000000 [1:29:28<5:53:41, 118.83ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 478407/3000000 [1:29:30<5:53:19, 118.95ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 478648/3000000 [1:29:32<5:53:05, 119.01ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 478887/3000000 [1:29:34<5:53:06, 119.00ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 479126/3000000 [1:29:36<5:53:02, 119.01ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 479365/3000000 [1:29:38<5:52:56, 119.03ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 479604/3000000 [1:29:40<5:52:58, 119.00ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 479843/3000000 [1:29:42<5:52:57, 119.00ep/s]
                                                                                   
  >>> EXPLOITABILITY @ ep 480,000: 2.577897

nfsp_iqn_mean_var_05:  16%|█▌        | 479843/3000000 [1:29:44<5:52:57, 119.00ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 480082/3000000 [1:29:45<6:01:34, 116.16ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 480318/3000000 [1:29:47<6:01:17, 116.24ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 480555/3000000 [1:29:49<6:00:57, 116.33ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 480793/3000000 [1:29:51<6:00:35, 116.44ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 481029/3000000 [1:29:53<6:00:19, 116.51ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 481264/3000000 [1:29:55<6:00:15, 116.52ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 481499/3000000 [1:29:57<6:00:28, 116.45ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 481734/3000000 [1:29:59<6:00:43, 116.35ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 481969/3000000 [1:30:01<6:00:37, 116.37ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 482204/3000000 [1:30:03<6:00:27, 116.42ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 482439/3000000 [1:30:05<6:00:16, 116.46ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 482674/3000000 [1:30:07<6:00:08, 116.50ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 482912/3000000 [1:30:09<5:59:47, 116.60ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 483149/3000000 [1:30:11<5:59:29, 116.69ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 483388/3000000 [1:30:13<5:59:05, 116.80ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 483623/3000000 [1:30:15<5:59:31, 116.65ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 483858/3000000 [1:30:18<6:09:42, 113.43ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 484088/3000000 [1:30:21<6:18:23, 110.82ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 484315/3000000 [1:30:24<6:26:48, 108.40ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 484538/3000000 [1:30:27<6:35:09, 106.10ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 484757/3000000 [1:30:30<6:43:02, 104.01ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 484973/3000000 [1:30:33<6:50:12, 102.18ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 485185/3000000 [1:30:36<6:57:24, 100.41ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 485394/3000000 [1:30:39<7:04:14, 98.79ep/s] 
nfsp_iqn_mean_var_05:  16%|█▌        | 485600/3000000 [1:30:42<7:10:44, 97.29ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 485803/3000000 [1:30:45<7:16:39, 95.96ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 486003/3000000 [1:30:47<7:22:39, 94.65ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 486201/3000000 [1:30:50<7:28:04, 93.50ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 486396/3000000 [1:30:53<7:33:07, 92.45ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 486589/3000000 [1:30:55<7:38:14, 91.41ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 486780/3000000 [1:30:58<7:43:03, 90.46ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 486968/3000000 [1:31:00<7:47:25, 89.60ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 487154/3000000 [1:31:03<7:51:32, 88.82ep/s]
nfsp_iqn_mean_var_05:  16%|█▌        | 487339/3000000 [1:31:05<7:55:39, 88.04ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 487522/3000000 [1:31:08<7:59:32, 87.32ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 487703/3000000 [1:31:10<8:02:59, 86.69ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 487882/3000000 [1:31:13<8:06:27, 86.07ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 488060/3000000 [1:31:15<8:09:40, 85.50ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 488236/3000000 [1:31:18<8:12:54, 84.93ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 488411/3000000 [1:31:20<8:16:03, 84.38ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 488585/3000000 [1:31:22<8:18:55, 83.89ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 488757/3000000 [1:31:25<8:21:52, 83.40ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 488928/3000000 [1:31:27<8:24:38, 82.93ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 489098/3000000 [1:31:29<8:27:13, 82.51ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 489267/3000000 [1:31:31<8:29:35, 82.12ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 489435/3000000 [1:31:34<8:32:02, 81.72ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 489602/3000000 [1:31:36<8:34:25, 81.33ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 489768/3000000 [1:31:38<8:36:50, 80.95ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 489933/3000000 [1:31:41<8:39:01, 80.60ep/s]
                                                                                  
  >>> EXPLOITABILITY @ ep 490,000: 2.492309

nfsp_iqn_mean_var_05:  16%|█▋        | 489933/3000000 [1:31:44<8:39:01, 80.60ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 490097/3000000 [1:31:45<9:06:41, 76.52ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 490257/3000000 [1:31:47<9:07:31, 76.40ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 490416/3000000 [1:31:49<9:08:18, 76.28ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 490574/3000000 [1:31:52<9:09:08, 76.16ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 490732/3000000 [1:31:54<9:09:49, 76.06ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 490889/3000000 [1:31:56<9:10:31, 75.96ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 491046/3000000 [1:31:58<9:11:08, 75.87ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 491203/3000000 [1:32:00<9:11:33, 75.81ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 491359/3000000 [1:32:02<9:11:57, 75.75ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 491515/3000000 [1:32:04<9:13:04, 75.59ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 491670/3000000 [1:32:06<9:13:40, 75.50ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 491825/3000000 [1:32:09<9:14:11, 75.43ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 491980/3000000 [1:32:11<9:14:41, 75.36ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 492134/3000000 [1:32:13<9:14:52, 75.33ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 492288/3000000 [1:32:15<9:15:15, 75.27ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 492442/3000000 [1:32:17<9:15:55, 75.18ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 492595/3000000 [1:32:19<9:16:32, 75.09ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 492748/3000000 [1:32:21<9:16:52, 75.04ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 492904/3000000 [1:32:23<9:16:01, 75.15ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 493059/3000000 [1:32:25<9:15:22, 75.23ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 493212/3000000 [1:32:27<9:16:00, 75.14ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 493365/3000000 [1:32:29<9:16:14, 75.11ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 493518/3000000 [1:32:31<9:16:32, 75.06ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 493670/3000000 [1:32:33<9:17:08, 74.98ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 493822/3000000 [1:32:35<9:17:32, 74.92ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 493974/3000000 [1:32:38<9:18:24, 74.80ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 494126/3000000 [1:32:40<9:18:57, 74.72ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 494277/3000000 [1:32:42<9:19:32, 74.64ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 494428/3000000 [1:32:44<9:19:47, 74.60ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 494579/3000000 [1:32:46<9:19:57, 74.57ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 494730/3000000 [1:32:48<9:20:17, 74.52ep/s]
nfsp_iqn_mean_var_05:  16%|█▋        | 494881/3000000 [1:32:50<9:20:34, 74.48ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 495032/3000000 [1:32:52<9:20:44, 74.45ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 495182/3000000 [1:32:54<9:20:57, 74.42ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 495332/3000000 [1:32:56<9:21:27, 74.35ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 495482/3000000 [1:32:58<9:21:57, 74.28ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 495632/3000000 [1:33:00<9:22:24, 74.22ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 495782/3000000 [1:33:02<9:22:53, 74.15ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 495932/3000000 [1:33:04<9:23:57, 74.00ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 496081/3000000 [1:33:06<9:24:41, 73.90ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 496230/3000000 [1:33:08<9:25:07, 73.84ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 496379/3000000 [1:33:10<9:25:27, 73.79ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 496528/3000000 [1:33:12<9:25:52, 73.74ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 496677/3000000 [1:33:15<9:26:03, 73.71ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 496825/3000000 [1:33:17<9:26:12, 73.68ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 496973/3000000 [1:33:19<9:26:31, 73.64ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 497121/3000000 [1:33:21<9:26:53, 73.59ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 497269/3000000 [1:33:23<9:26:54, 73.58ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 497417/3000000 [1:33:25<9:27:15, 73.53ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 497565/3000000 [1:33:27<9:27:36, 73.48ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 497713/3000000 [1:33:29<9:27:51, 73.44ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 497861/3000000 [1:33:31<9:28:08, 73.40ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 498009/3000000 [1:33:33<9:28:26, 73.36ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 498157/3000000 [1:33:35<9:28:45, 73.31ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 498304/3000000 [1:33:37<9:29:12, 73.25ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 498451/3000000 [1:33:39<9:29:37, 73.19ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 498599/3000000 [1:33:41<9:29:19, 73.23ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 498746/3000000 [1:33:43<9:29:14, 73.23ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 498893/3000000 [1:33:45<9:29:13, 73.23ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 499040/3000000 [1:33:47<9:29:30, 73.19ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 499187/3000000 [1:33:49<9:29:31, 73.18ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 499334/3000000 [1:33:51<9:29:34, 73.17ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 499481/3000000 [1:33:53<9:29:25, 73.19ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 499628/3000000 [1:33:55<9:29:28, 73.18ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 499775/3000000 [1:33:57<9:29:33, 73.16ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 499922/3000000 [1:33:59<9:29:50, 73.12ep/s]
                                                                                  
[Ep   500,000/3,000,000] avg_reward= -0.498 | exploit=  2.4923 | br_loss= 0.5155 | avg_pol= 0.5186 | eps/s=   97.8 |  94.0m

nfsp_iqn_mean_var_05:  17%|█▋        | 499922/3000000 [1:34:00<9:29:50, 73.12ep/s]
                                                                                  
  >>> EXPLOITABILITY @ ep 500,000: 2.512745

nfsp_iqn_mean_var_05:  17%|█▋        | 499922/3000000 [1:34:03<9:29:50, 73.12ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 500069/3000000 [1:34:03<10:02:21, 69.17ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 500212/3000000 [1:34:05<10:01:41, 69.24ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 500356/3000000 [1:34:07<10:00:33, 69.37ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 500503/3000000 [1:34:09<9:59:00, 69.55ep/s] 
nfsp_iqn_mean_var_05:  17%|█▋        | 500651/3000000 [1:34:11<9:57:22, 69.73ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 500797/3000000 [1:34:13<9:56:03, 69.88ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 500944/3000000 [1:34:16<9:54:42, 70.04ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 501091/3000000 [1:34:18<9:53:19, 70.20ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 501238/3000000 [1:34:20<9:52:06, 70.33ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 501386/3000000 [1:34:22<9:50:40, 70.50ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 501534/3000000 [1:34:24<9:49:19, 70.66ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 501682/3000000 [1:34:26<9:48:04, 70.80ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 501830/3000000 [1:34:28<9:46:56, 70.94ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 501978/3000000 [1:34:30<9:45:46, 71.07ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 502125/3000000 [1:34:32<9:44:49, 71.19ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 502272/3000000 [1:34:34<9:43:53, 71.30ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 502420/3000000 [1:34:36<9:42:51, 71.42ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 502567/3000000 [1:34:38<9:42:09, 71.50ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 502714/3000000 [1:34:40<9:41:27, 71.58ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 502868/3000000 [1:34:42<9:39:25, 71.83ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 503023/3000000 [1:34:44<9:37:15, 72.09ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 503170/3000000 [1:34:46<9:36:42, 72.16ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 503320/3000000 [1:34:48<9:35:37, 72.29ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 503467/3000000 [1:34:50<9:35:13, 72.34ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 503615/3000000 [1:34:52<9:34:43, 72.39ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 503762/3000000 [1:34:54<9:34:23, 72.43ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 503909/3000000 [1:34:56<9:34:14, 72.45ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 504056/3000000 [1:34:58<9:33:56, 72.48ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 504203/3000000 [1:35:00<9:33:41, 72.51ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 504351/3000000 [1:35:02<9:33:09, 72.57ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 504498/3000000 [1:35:04<9:32:48, 72.61ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 504645/3000000 [1:35:06<9:33:31, 72.52ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 504792/3000000 [1:35:08<9:33:09, 72.56ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 504940/3000000 [1:35:10<9:32:45, 72.60ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 505087/3000000 [1:35:12<9:32:27, 72.64ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 505234/3000000 [1:35:14<9:32:06, 72.68ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 505381/3000000 [1:35:16<9:31:52, 72.70ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 505528/3000000 [1:35:18<9:31:42, 72.72ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 505675/3000000 [1:35:20<9:31:30, 72.74ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 505822/3000000 [1:35:22<9:31:21, 72.76ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 505969/3000000 [1:35:24<9:31:14, 72.77ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 506116/3000000 [1:35:26<9:30:57, 72.80ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 506263/3000000 [1:35:28<9:30:53, 72.80ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 506410/3000000 [1:35:30<9:30:36, 72.83ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 506557/3000000 [1:35:32<9:30:21, 72.86ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 506704/3000000 [1:35:34<9:30:16, 72.87ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 506851/3000000 [1:35:36<9:30:06, 72.89ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 506998/3000000 [1:35:38<9:30:02, 72.89ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 507145/3000000 [1:35:40<9:29:49, 72.91ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 507293/3000000 [1:35:42<9:29:26, 72.96ep/s]
nfsp_iqn_mean_var_05:  17%|█▋        | 507442/3000000 [1:35:44<9:28:58, 73.01ep/s]
